ORTHOMCL0	NP_001001411.2_HUMAN
ORTHOMCL6782	NP_689786.2_HUMAN
ORTHOMCL6783	NP_001308564.1_HUMAN
ORTHOMCL6784	NP_055731.2_HUMAN
ORTHOMCL6785	NP_115803.1_HUMAN
ORTHOMCL6786	NP_009171.1_HUMAN
ORTHOMCL6787	XP_016868819.1_HUMAN
ORTHOMCL6788	NP_057700.3_HUMAN
ORTHOMCL6789	XP_011540533.1_HUMAN
ORTHOMCL6790	NP_055236.1_HUMAN
ORTHOMCL6791	NP_004552.2_HUMAN
ORTHOMCL6792	XP_011523133.1_HUMAN
ORTHOMCL6793	NP_036337.2_HUMAN
ORTHOMCL6794	NP_940972.2_HUMAN
ORTHOMCL6795	XP_005247421.1_HUMAN
ORTHOMCL6796	NP_671724.1_HUMAN
ORTHOMCL6797	XP_016862606.1_HUMAN
ORTHOMCL6798	XP_016882052.1_HUMAN
ORTHOMCL6799	NP_006799.1_HUMAN
ORTHOMCL6800	XP_011509461.1_HUMAN
ORTHOMCL6801	NP_055138.2_HUMAN
ORTHOMCL6802	NP_296373.1_HUMAN
ORTHOMCL6803	NP_510883.2_HUMAN
ORTHOMCL6804	NP_075571.1_HUMAN
ORTHOMCL6805	NP_001087194.1_HUMAN
ORTHOMCL6806	NP_000457.1_HUMAN
ORTHOMCL6807	NP_443118.1_HUMAN
ORTHOMCL6808	NP_061189.2_HUMAN
ORTHOMCL6809	XP_016872420.1_HUMAN
ORTHOMCL6810	XP_006712009.1_HUMAN
ORTHOMCL6811	XP_016860102.1_HUMAN
ORTHOMCL6812	NP_001129047.1_HUMAN
ORTHOMCL6813	NP_714915.3_HUMAN
ORTHOMCL6814	NP_001191376.1_HUMAN
ORTHOMCL6815	NP_060117.3_HUMAN
ORTHOMCL6816	XP_006714711.1_HUMAN
ORTHOMCL6817	NP_001600.1_HUMAN
ORTHOMCL6818	NP_079464.2_HUMAN
ORTHOMCL6819	NP_776185.2_HUMAN
ORTHOMCL6820	NP_443157.1_HUMAN
ORTHOMCL6821	NP_003741.1_HUMAN
ORTHOMCL6823	NP_002554.1_HUMAN
ORTHOMCL6824	NP_115699.1_HUMAN
ORTHOMCL6825	XP_016881863.1_HUMAN
ORTHOMCL6826	NP_001018146.1_HUMAN
ORTHOMCL6827	XP_005267136.1_HUMAN
ORTHOMCL6828	XP_011531857.1_HUMAN
ORTHOMCL6829	NP_001017923.1_HUMAN
ORTHOMCL6830	XP_016869401.1_HUMAN
ORTHOMCL6831	NP_055723.1_HUMAN
ORTHOMCL6832	NP_001013725.2_HUMAN
ORTHOMCL6833	XP_016856050.1_HUMAN
ORTHOMCL6834	NP_620411.2_HUMAN
ORTHOMCL6835	XP_016868217.1_HUMAN
ORTHOMCL6836	XP_011524100.1_HUMAN
ORTHOMCL6837	XP_011528016.1_HUMAN
ORTHOMCL6838	NP_006703.1_HUMAN
ORTHOMCL6839	XP_011540102.1_HUMAN
ORTHOMCL6840	NP_001099009.1_HUMAN
ORTHOMCL6841	XP_006722457.1_HUMAN
ORTHOMCL6842	NP_056436.2_HUMAN
ORTHOMCL6844	XP_011543143.1_HUMAN
ORTHOMCL6845	NP_694551.1_HUMAN
ORTHOMCL6846	NP_055946.1_HUMAN
ORTHOMCL6847	XP_011534685.1_HUMAN
ORTHOMCL6848	XP_011543297.1_HUMAN
ORTHOMCL6849	NP_003684.2_HUMAN
ORTHOMCL6850	NP_001182361.1_HUMAN
ORTHOMCL6851	NP_065103.1_HUMAN
ORTHOMCL6852	XP_005247073.3_HUMAN
ORTHOMCL6853	NP_001015509.1_HUMAN
ORTHOMCL6854	NP_006745.1_HUMAN
ORTHOMCL6855	NP_036551.3_HUMAN
ORTHOMCL6856	NP_001009899.3_HUMAN
ORTHOMCL6857	NP_001269701.1_HUMAN
ORTHOMCL6858	NP_002824.1_HUMAN
ORTHOMCL6859	NP_057358.2_HUMAN
ORTHOMCL6860	XP_016868544.1_HUMAN
ORTHOMCL6861	XP_016869480.1_HUMAN
ORTHOMCL6862	NP_001099040.1_HUMAN
ORTHOMCL6863	XP_005270469.1_HUMAN
ORTHOMCL6864	NP_037436.1_HUMAN
ORTHOMCL6865	NP_004053.1_HUMAN
ORTHOMCL6866	NP_659428.2_HUMAN
ORTHOMCL6867	XP_005270782.1_HUMAN
ORTHOMCL6868	NP_006867.1_HUMAN
ORTHOMCL6869	NP_115693.2_HUMAN
ORTHOMCL6870	NP_057289.1_HUMAN
ORTHOMCL6871	XP_011516129.1_HUMAN
ORTHOMCL6872	NP_085143.1_HUMAN
ORTHOMCL6873	NP_079108.3_HUMAN
ORTHOMCL6874	NP_056508.2_HUMAN
ORTHOMCL6875	NP_065073.3_HUMAN
ORTHOMCL6876	NP_775100.1_HUMAN
ORTHOMCL6877	NP_115598.2_HUMAN
ORTHOMCL6878	NP_005773.3_HUMAN
ORTHOMCL6879	XP_005255730.1_HUMAN
ORTHOMCL6880	NP_001104251.1_HUMAN
ORTHOMCL6881	NP_078930.3_HUMAN
ORTHOMCL6882	NP_001311.3_HUMAN
ORTHOMCL6883	NP_036200.2_HUMAN
ORTHOMCL6884	NP_612362.2_HUMAN
ORTHOMCL6885	XP_016870062.1_HUMAN
ORTHOMCL6886	NP_060814.4_HUMAN
ORTHOMCL6887	NP_001107580.1_HUMAN
ORTHOMCL6888	XP_011531792.1_HUMAN
ORTHOMCL6889	NP_112181.3_HUMAN
ORTHOMCL6890	NP_005124.1_HUMAN
ORTHOMCL6891	XP_005262509.2_HUMAN
ORTHOMCL6892	NP_005552.3_HUMAN
ORTHOMCL6893	NP_898865.1_HUMAN
ORTHOMCL6894	NP_055055.1_HUMAN
ORTHOMCL6895	XP_006711623.1_HUMAN
ORTHOMCL6896	XP_016864369.1_HUMAN
ORTHOMCL6897	NP_115514.2_HUMAN
ORTHOMCL6898	XP_016861031.1_HUMAN
ORTHOMCL6899	XP_011539064.1_HUMAN
ORTHOMCL6900	NP_001273769.1_HUMAN
ORTHOMCL6901	XP_016884828.1_HUMAN
ORTHOMCL6902	NP_054861.2_HUMAN
ORTHOMCL6903	NP_005958.1_HUMAN
ORTHOMCL6904	XP_016855991.1_HUMAN
ORTHOMCL6905	NP_001275696.1_HUMAN
ORTHOMCL6906	NP_002612.1_HUMAN
ORTHOMCL6907	NP_000563.1_HUMAN
ORTHOMCL6908	NP_068600.4_HUMAN
ORTHOMCL6909	XP_005260255.1_HUMAN
ORTHOMCL6910	NP_001289307.1_HUMAN
ORTHOMCL6911	NP_003372.1_HUMAN
ORTHOMCL6912	NP_694972.3_HUMAN
ORTHOMCL6913	NP_060671.3_HUMAN
ORTHOMCL6914	NP_001137414.1_HUMAN
ORTHOMCL6915	NP_001185885.1_HUMAN
ORTHOMCL6916	NP_003266.1_HUMAN
ORTHOMCL6917	XP_011521873.1_HUMAN
ORTHOMCL6918	NP_073593.2_HUMAN
ORTHOMCL6919	NP_001309895.1_HUMAN
ORTHOMCL6920	NP_065726.1_HUMAN
ORTHOMCL6921	XP_005267442.1_HUMAN
ORTHOMCL6922	XP_011512934.1_HUMAN
ORTHOMCL6924	NP_062547.1_HUMAN
ORTHOMCL6925	XP_016869409.1_HUMAN
ORTHOMCL6926	NP_078813.1_HUMAN
ORTHOMCL6927	NP_689484.3_HUMAN
ORTHOMCL6928	XP_016874718.1_HUMAN
ORTHOMCL6929	XP_011532223.1_HUMAN
ORTHOMCL6930	XP_006714885.1_HUMAN
ORTHOMCL6931	NP_001185879.1_HUMAN
ORTHOMCL6932	NP_115731.2_HUMAN
ORTHOMCL6933	NP_777562.1_HUMAN
ORTHOMCL6934	NP_006779.1_HUMAN
ORTHOMCL6935	XP_011527001.1_HUMAN
ORTHOMCL6936	NP_063945.2_HUMAN
ORTHOMCL6937	NP_003234.2_HUMAN
ORTHOMCL6938	NP_001180418.1_HUMAN
ORTHOMCL6939	XP_011530459.2_HUMAN
ORTHOMCL6940	NP_848540.1_HUMAN
ORTHOMCL6941	XP_011514576.1_HUMAN
ORTHOMCL6942	XP_005254127.1_HUMAN
ORTHOMCL6943	XP_006717743.1_HUMAN
ORTHOMCL6944	XP_011530916.1_HUMAN
ORTHOMCL6945	NP_937790.2_HUMAN
ORTHOMCL6946	NP_060336.3_HUMAN
ORTHOMCL6947	NP_597996.2_HUMAN
ORTHOMCL6948	XP_011519996.2_HUMAN
ORTHOMCL6949	XP_016884022.1_HUMAN
ORTHOMCL6950	XP_016856643.1_HUMAN
ORTHOMCL6951	XP_011519580.1_HUMAN
ORTHOMCL6952	XP_016856246.1_HUMAN
ORTHOMCL6953	NP_694945.2_HUMAN
ORTHOMCL6954	NP_001304129.1_HUMAN
ORTHOMCL6955	XP_011532108.1_HUMAN
ORTHOMCL6956	XP_011521840.1_HUMAN
ORTHOMCL6957	NP_690848.1_HUMAN
ORTHOMCL6958	XP_011539482.1_HUMAN
ORTHOMCL6959	NP_001003811.1_HUMAN
ORTHOMCL6960	NP_208382.1_HUMAN
ORTHOMCL6961	NP_940962.1_HUMAN
ORTHOMCL6962	NP_001135452.1_HUMAN
ORTHOMCL6963	NP_004254.2_HUMAN
ORTHOMCL6964	NP_072088.1_HUMAN
ORTHOMCL6965	XP_011535509.1_HUMAN
ORTHOMCL6966	NP_001009984.1_HUMAN
ORTHOMCL6967	NP_001129335.1_HUMAN
ORTHOMCL6968	XP_016874665.1_HUMAN
ORTHOMCL6969	NP_076987.3_HUMAN
ORTHOMCL6970	NP_004216.2_HUMAN
ORTHOMCL6971	XP_005246688.1_HUMAN
ORTHOMCL6972	NP_006824.2_HUMAN
ORTHOMCL6973	NP_005475.2_HUMAN
ORTHOMCL6974	NP_004082.1_HUMAN
ORTHOMCL6975	NP_775107.1_HUMAN
ORTHOMCL6976	NP_056280.2_HUMAN
ORTHOMCL6977	NP_001138633.1_HUMAN
ORTHOMCL6978	XP_011524077.1_HUMAN
ORTHOMCL6980	XP_016857548.1_HUMAN
ORTHOMCL6981	NP_001265492.1_HUMAN
ORTHOMCL6982	XP_016866339.1_HUMAN
ORTHOMCL6983	NP_005216.1_HUMAN
ORTHOMCL6984	XP_011527957.1_HUMAN
ORTHOMCL6985	NP_001177821.1_HUMAN
ORTHOMCL6986	NP_001025482.1_HUMAN
ORTHOMCL6987	NP_001294956.1_HUMAN
ORTHOMCL6988	XP_016862083.1_HUMAN
ORTHOMCL6989	NP_005273.1_HUMAN
ORTHOMCL6990	NP_775745.1_HUMAN
ORTHOMCL6991	XP_011512851.1_HUMAN
ORTHOMCL6992	NP_689449.1_HUMAN
ORTHOMCL6993	XP_005270518.1_HUMAN
ORTHOMCL6994	XP_011509472.1_HUMAN
ORTHOMCL6995	XP_016860053.1_HUMAN
ORTHOMCL6996	NP_689599.2_HUMAN
ORTHOMCL6997	NP_065876.3_HUMAN
ORTHOMCL6998	NP_443179.3_HUMAN
ORTHOMCL6999	NP_872433.1_HUMAN
ORTHOMCL7000	NP_597734.2_HUMAN
ORTHOMCL7001	XP_006721803.1_HUMAN
ORTHOMCL7002	NP_001287658.1_HUMAN
ORTHOMCL7003	XP_006719780.1_HUMAN
ORTHOMCL7004	XP_016868895.1_HUMAN
ORTHOMCL7005	XP_016881938.1_HUMAN
ORTHOMCL7006	XP_005246922.1_HUMAN
ORTHOMCL7007	NP_001258867.1_HUMAN
ORTHOMCL7008	XP_005254728.1_HUMAN
ORTHOMCL7009	NP_699165.3_HUMAN
ORTHOMCL7010	NP_000584.2_HUMAN
ORTHOMCL7011	NP_001284505.1_HUMAN
ORTHOMCL7012	XP_011520207.1_HUMAN
ORTHOMCL7013	XP_011528773.1_HUMAN
ORTHOMCL7014	NP_689578.2_HUMAN
ORTHOMCL7015	XP_016877675.1_HUMAN
ORTHOMCL7016	NP_001269842.1_HUMAN
ORTHOMCL7017	XP_016885171.1_HUMAN
ORTHOMCL7018	XP_016859710.1_HUMAN
ORTHOMCL7019	NP_004396.1_HUMAN
ORTHOMCL7020	NP_001309053.1_HUMAN
ORTHOMCL7021	XP_011526867.1_HUMAN
ORTHOMCL7022	XP_011536428.1_HUMAN
ORTHOMCL7023	NP_055827.1_HUMAN
ORTHOMCL7024	NP_071915.1_HUMAN
ORTHOMCL7025	XP_011532717.1_HUMAN
ORTHOMCL7026	XP_016883947.1_HUMAN
ORTHOMCL7027	XP_016864496.1_HUMAN
ORTHOMCL7028	NP_006500.2_HUMAN
ORTHOMCL7030	NP_001157461.1_HUMAN
ORTHOMCL7031	NP_001073865.1_HUMAN
ORTHOMCL7032	NP_079414.3_HUMAN
ORTHOMCL7033	XP_011513415.1_HUMAN
ORTHOMCL7034	XP_016878401.1_HUMAN
ORTHOMCL7035	XP_016875474.1_HUMAN
ORTHOMCL7036	XP_011511995.1_HUMAN
ORTHOMCL7037	NP_114408.3_HUMAN
ORTHOMCL7038	NP_001254514.1_HUMAN
ORTHOMCL7039	XP_011531831.1_HUMAN
ORTHOMCL7040	NP_078976.2_HUMAN
ORTHOMCL7041	NP_065869.3_HUMAN
ORTHOMCL7042	XP_011509125.1_HUMAN
ORTHOMCL7043	NP_001281270.1_HUMAN
ORTHOMCL7044	NP_061882.2_HUMAN
ORTHOMCL7045	NP_997274.2_HUMAN
ORTHOMCL7046	NP_001020419.1_HUMAN
ORTHOMCL7047	XP_005247984.1_HUMAN
ORTHOMCL7048	XP_011537051.1_HUMAN
ORTHOMCL7049	NP_001131147.1_HUMAN
ORTHOMCL7050	NP_002477.1_HUMAN
ORTHOMCL7051	XP_016879338.1_HUMAN
ORTHOMCL7052	XP_016859040.1_HUMAN
ORTHOMCL7053	XP_005252301.1_HUMAN
ORTHOMCL7054	NP_005029.1_HUMAN
ORTHOMCL7055	NP_001304824.1_HUMAN
ORTHOMCL7056	NP_076943.1_HUMAN
ORTHOMCL7058	NP_114106.1_HUMAN
ORTHOMCL7059	NP_951032.1_HUMAN
ORTHOMCL7060	NP_689848.1_HUMAN
ORTHOMCL7061	NP_001138769.1_HUMAN
ORTHOMCL7062	XP_016860507.1_HUMAN
ORTHOMCL7063	NP_001146956.1_HUMAN
ORTHOMCL7064	XP_016860548.1_HUMAN
ORTHOMCL7065	NP_001171491.1_HUMAN
ORTHOMCL7066	XP_016863036.1_HUMAN
ORTHOMCL7067	XP_006710761.1_HUMAN
ORTHOMCL7068	NP_001116538.2_HUMAN
ORTHOMCL7069	NP_005217.2_HUMAN
ORTHOMCL7070	NP_078788.2_HUMAN
ORTHOMCL7071	NP_071324.1_HUMAN
ORTHOMCL7072	NP_001010847.1_HUMAN
ORTHOMCL7073	XP_016878880.1_HUMAN
ORTHOMCL7074	NP_004154.2_HUMAN
ORTHOMCL7075	NP_001127835.2_HUMAN
ORTHOMCL7076	NP_113621.1_HUMAN
ORTHOMCL7077	XP_011540550.2_HUMAN
ORTHOMCL7078	NP_076952.1_HUMAN
ORTHOMCL7079	NP_001303240.1_HUMAN
ORTHOMCL7080	NP_001138408.1_HUMAN
ORTHOMCL7081	NP_003853.1_HUMAN
ORTHOMCL7082	NP_006306.2_HUMAN
ORTHOMCL7083	NP_059110.2_HUMAN
ORTHOMCL7084	NP_001030175.1_HUMAN
ORTHOMCL7085	NP_036314.2_HUMAN
ORTHOMCL7086	NP_001405.1_HUMAN
ORTHOMCL7087	NP_203745.2_HUMAN
ORTHOMCL7088	NP_001007539.1_HUMAN
ORTHOMCL7089	XP_011524074.1_HUMAN
ORTHOMCL7090	XP_005264309.1_HUMAN
ORTHOMCL7091	XP_011530604.1_HUMAN
ORTHOMCL7092	XP_005272426.2_HUMAN
ORTHOMCL7093	NP_612482.2_HUMAN
ORTHOMCL7094	NP_005000.1_HUMAN
ORTHOMCL7095	XP_005269515.1_HUMAN
ORTHOMCL7096	XP_011527287.1_HUMAN
ORTHOMCL7097	NP_065118.2_HUMAN
ORTHOMCL7098	XP_011513044.1_HUMAN
ORTHOMCL7099	XP_016884507.1_HUMAN
ORTHOMCL7100	XP_005256203.1_HUMAN
ORTHOMCL7101	NP_444281.1_HUMAN
ORTHOMCL7102	XP_016876722.1_HUMAN
ORTHOMCL7103	XP_005260519.1_HUMAN
ORTHOMCL7104	XP_011526789.1_HUMAN
ORTHOMCL7105	NP_073751.3_HUMAN
ORTHOMCL7106	NP_001013649.2_HUMAN
ORTHOMCL7107	NP_055186.3_HUMAN
ORTHOMCL7108	NP_066930.1_HUMAN
ORTHOMCL7109	XP_016875814.1_HUMAN
ORTHOMCL7110	XP_011522796.1_HUMAN
ORTHOMCL7111	XP_005273482.1_HUMAN
ORTHOMCL7112	XP_006713927.1_HUMAN
ORTHOMCL7113	XP_005262798.1_HUMAN
ORTHOMCL7114	XP_006711558.1_HUMAN
ORTHOMCL7115	XP_005256450.1_HUMAN
ORTHOMCL7116	NP_071394.2_HUMAN
ORTHOMCL7117	XP_011518638.1_HUMAN
ORTHOMCL7118	NP_001191379.1_HUMAN
ORTHOMCL7119	NP_849188.4_HUMAN
ORTHOMCL7120	XP_011508887.1_HUMAN
ORTHOMCL7121	NP_001287733.1_HUMAN
ORTHOMCL7122	NP_115569.2_HUMAN
ORTHOMCL7123	NP_997293.2_HUMAN
ORTHOMCL7124	NP_036545.1_HUMAN
ORTHOMCL7125	NP_079218.2_HUMAN
ORTHOMCL7126	NP_078977.2_HUMAN
ORTHOMCL7127	NP_005497.1_HUMAN
ORTHOMCL7128	XP_011521847.2_HUMAN
ORTHOMCL7129	NP_659399.2_HUMAN
ORTHOMCL7130	XP_006715308.2_HUMAN
ORTHOMCL7131	XP_011532856.1_HUMAN
ORTHOMCL7132	NP_003641.3_HUMAN
ORTHOMCL7133	NP_001164269.1_HUMAN
ORTHOMCL7134	XP_011527254.1_HUMAN
ORTHOMCL7135	NP_997263.2_HUMAN
ORTHOMCL7136	NP_055714.3_HUMAN
ORTHOMCL7137	NP_066934.1_HUMAN
ORTHOMCL7138	NP_006627.2_HUMAN
ORTHOMCL7139	NP_055160.2_HUMAN
ORTHOMCL7140	NP_077282.3_HUMAN
ORTHOMCL7141	XP_016863127.1_HUMAN
ORTHOMCL7142	XP_011509554.1_HUMAN
ORTHOMCL7143	NP_009006.2_HUMAN
ORTHOMCL7144	NP_001003940.1_HUMAN
ORTHOMCL7145	XP_005245930.1_HUMAN
ORTHOMCL7146	NP_004843.2_HUMAN
ORTHOMCL7147	NP_066189.3_HUMAN
ORTHOMCL7148	NP_001231509.1_HUMAN
ORTHOMCL7149	XP_011512388.1_HUMAN
ORTHOMCL7150	NP_001135869.1_HUMAN
ORTHOMCL7151	XP_016880978.1_HUMAN
ORTHOMCL7152	NP_001307656.1_HUMAN
ORTHOMCL7153	NP_064584.1_HUMAN
ORTHOMCL7154	NP_055932.2_HUMAN
ORTHOMCL7155	NP_003089.1_HUMAN
ORTHOMCL7156	XP_006713078.1_HUMAN
ORTHOMCL7157	NP_004822.2_HUMAN
ORTHOMCL7158	NP_002169.1_HUMAN
ORTHOMCL7159	XP_006720943.2_HUMAN
ORTHOMCL7160	XP_011535717.1_HUMAN
ORTHOMCL7162	XP_005269203.1_HUMAN
ORTHOMCL7163	NP_473454.1_HUMAN
ORTHOMCL7164	NP_006483.2_HUMAN
ORTHOMCL7165	NP_002408.3_HUMAN
ORTHOMCL7166	NP_001154948.1_HUMAN
ORTHOMCL7167	NP_001229601.1_HUMAN
ORTHOMCL7168	NP_055401.1_HUMAN
ORTHOMCL7169	NP_694955.2_HUMAN
ORTHOMCL7170	XP_011537594.1_HUMAN
ORTHOMCL7172	NP_037469.2_HUMAN
ORTHOMCL7173	XP_016866317.1_HUMAN
ORTHOMCL7174	NP_821158.2_HUMAN
ORTHOMCL7175	XP_016860558.1_HUMAN
ORTHOMCL7177	XP_016882305.1_HUMAN
ORTHOMCL7178	NP_057149.1_HUMAN
ORTHOMCL7180	NP_689647.2_HUMAN
ORTHOMCL7181	XP_011511221.1_HUMAN
ORTHOMCL7182	NP_001307608.1_HUMAN
ORTHOMCL7183	NP_068598.1_HUMAN
ORTHOMCL7184	NP_001103348.1_HUMAN
ORTHOMCL7185	XP_011519608.1_HUMAN
ORTHOMCL7186	XP_005263881.1_HUMAN
ORTHOMCL7187	XP_011517307.1_HUMAN
ORTHOMCL7189	NP_444512.2_HUMAN
ORTHOMCL7190	NP_056405.2_HUMAN
ORTHOMCL7191	XP_005257135.1_HUMAN
ORTHOMCL7192	NP_689728.3_HUMAN
ORTHOMCL7193	NP_114171.2_HUMAN
ORTHOMCL7194	NP_001274684.1_HUMAN
ORTHOMCL7195	XP_005264449.1_HUMAN
ORTHOMCL7197	XP_016869325.1_HUMAN
ORTHOMCL7198	NP_079540.2_HUMAN
ORTHOMCL7199	NP_060837.3_HUMAN
ORTHOMCL7200	NP_112201.1_HUMAN
ORTHOMCL7201	NP_787067.2_HUMAN
ORTHOMCL7202	NP_001087195.1_HUMAN
ORTHOMCL7203	NP_872319.1_HUMAN
ORTHOMCL7204	XP_016874952.1_HUMAN
ORTHOMCL7205	NP_001289052.1_HUMAN
ORTHOMCL7206	XP_011537119.1_HUMAN
ORTHOMCL7208	NP_004883.3_HUMAN
ORTHOMCL7209	NP_874364.1_HUMAN
ORTHOMCL7211	XP_005245330.1_HUMAN
ORTHOMCL7212	NP_054905.2_HUMAN
ORTHOMCL7213	XP_011510193.1_HUMAN
ORTHOMCL7214	NP_113654.4_HUMAN
ORTHOMCL7215	NP_001287789.1_HUMAN
ORTHOMCL7217	NP_001186699.1_HUMAN
ORTHOMCL7218	NP_006221.2_HUMAN
ORTHOMCL7219	XP_006714996.1_HUMAN
ORTHOMCL7220	NP_612387.1_HUMAN
ORTHOMCL7221	NP_001025054.1_HUMAN
ORTHOMCL7222	NP_005443.3_HUMAN
ORTHOMCL7223	XP_011521916.1_HUMAN
ORTHOMCL7224	NP_076937.2_HUMAN
ORTHOMCL7225	XP_006721388.1_HUMAN
ORTHOMCL7226	XP_011541640.2_HUMAN
ORTHOMCL7227	NP_000704.1_HUMAN
ORTHOMCL7228	XP_011535460.1_HUMAN
ORTHOMCL7229	NP_001158301.1_HUMAN
ORTHOMCL7230	XP_016860447.1_HUMAN
ORTHOMCL7231	XP_011519771.1_HUMAN
ORTHOMCL7232	NP_001071089.1_HUMAN
ORTHOMCL7233	XP_011515830.1_HUMAN
ORTHOMCL7234	NP_000097.3_HUMAN
ORTHOMCL7235	NP_001136326.1_HUMAN
ORTHOMCL7236	NP_001137229.1_HUMAN
ORTHOMCL7237	XP_011541438.2_HUMAN
ORTHOMCL7238	NP_001129978.2_HUMAN
ORTHOMCL7239	XP_011543276.1_HUMAN
ORTHOMCL7240	NP_001630.1_HUMAN
ORTHOMCL7241	NP_001017979.1_HUMAN
ORTHOMCL7242	XP_005247838.1_HUMAN
ORTHOMCL7243	NP_057624.3_HUMAN
ORTHOMCL7244	NP_001020366.1_HUMAN
ORTHOMCL7245	NP_001011880.2_HUMAN
ORTHOMCL7248	NP_001005493.1_HUMAN
ORTHOMCL7249	NP_149443.1_HUMAN
ORTHOMCL7251	XP_016875404.1_HUMAN
ORTHOMCL7253	NP_001091112.1_HUMAN
ORTHOMCL7255	NP_000981.1_HUMAN
ORTHOMCL7257	NP_001978.1_HUMAN
ORTHOMCL7258	XP_005247009.1_HUMAN
ORTHOMCL7262	XP_011544265.1_HUMAN
ORTHOMCL7263	XP_011521168.1_HUMAN
ORTHOMCL7264	NP_001128265.1_HUMAN
ORTHOMCL7265	XP_011541893.1_HUMAN
ORTHOMCL7266	NP_036425.1_HUMAN
ORTHOMCL7267	XP_005263691.1_HUMAN
ORTHOMCL7268	NP_001001888.3_HUMAN
ORTHOMCL7269	NP_001009609.2_HUMAN
ORTHOMCL7270	XP_016858558.1_HUMAN
ORTHOMCL7287	NP_056977.1_HUMAN
ORTHOMCL7288	NP_001247435.1_HUMAN
ORTHOMCL7289	XP_016859882.1_HUMAN
ORTHOMCL7290	XP_011533454.1_HUMAN
ORTHOMCL7291	XP_005273008.1_HUMAN
ORTHOMCL7292	XP_011529196.1_HUMAN
ORTHOMCL7294	NP_001193545.1_HUMAN
ORTHOMCL7295	NP_060606.3_HUMAN
ORTHOMCL7296	NP_055866.1_HUMAN
ORTHOMCL7297	XP_005267269.2_HUMAN
ORTHOMCL7298	NP_473362.1_HUMAN
ORTHOMCL7300	XP_016880694.1_HUMAN
ORTHOMCL7301	XP_011537423.1_HUMAN
ORTHOMCL7302	NP_001099008.1_HUMAN
ORTHOMCL7303	NP_872299.2_HUMAN
ORTHOMCL7304	NP_689490.2_HUMAN
ORTHOMCL7306	NP_055206.2_HUMAN
ORTHOMCL7309	NP_001099047.1_HUMAN
ORTHOMCL7310	XP_016877954.1_HUMAN
ORTHOMCL7311	NP_001305748.1_HUMAN
ORTHOMCL7314	NP_001306032.1_HUMAN
ORTHOMCL7316	NP_076417.2_HUMAN
ORTHOMCL7317	NP_077748.3_HUMAN
ORTHOMCL7318	NP_001629.1_HUMAN
ORTHOMCL7319	NP_001272974.1_HUMAN
ORTHOMCL7320	XP_011530636.1_HUMAN
ORTHOMCL7321	XP_006713076.1_HUMAN
ORTHOMCL7322	NP_003335.1_HUMAN
ORTHOMCL7323	XP_005252051.1_HUMAN
ORTHOMCL7324	NP_002136.1_HUMAN
ORTHOMCL7325	XP_016885226.1_HUMAN
ORTHOMCL7326	NP_443106.1_HUMAN
ORTHOMCL7327	XP_011508975.1_HUMAN
ORTHOMCL7328	NP_003602.1_HUMAN
ORTHOMCL7329	NP_061921.1_HUMAN
ORTHOMCL7330	NP_665805.2_HUMAN
ORTHOMCL7331	NP_958834.1_HUMAN
ORTHOMCL7332	XP_011521078.1_HUMAN
ORTHOMCL7333	NP_056190.1_HUMAN
ORTHOMCL7334	XP_006719979.1_HUMAN
ORTHOMCL7335	NP_004044.3_HUMAN
ORTHOMCL7336	XP_016855505.1_HUMAN
ORTHOMCL7337	NP_116062.2_HUMAN
ORTHOMCL7338	NP_003717.3_HUMAN
ORTHOMCL7339	NP_004083.3_HUMAN
ORTHOMCL7340	NP_055267.1_HUMAN
ORTHOMCL7341	NP_001025036.2_HUMAN
ORTHOMCL7342	XP_006724581.1_HUMAN
ORTHOMCL7343	NP_060780.2_HUMAN
ORTHOMCL7344	XP_016884978.1_HUMAN
ORTHOMCL7345	NP_002789.1_HUMAN
ORTHOMCL7346	NP_001010883.2_HUMAN
ORTHOMCL7347	NP_612423.1_HUMAN
ORTHOMCL7348	NP_473455.2_HUMAN
ORTHOMCL7349	NP_612472.1_HUMAN
ORTHOMCL7350	XP_011535944.1_HUMAN
ORTHOMCL7351	NP_001001436.1_HUMAN
ORTHOMCL7353	NP_057264.3_HUMAN
ORTHOMCL7354	NP_002938.1_HUMAN
ORTHOMCL7355	NP_002862.2_HUMAN
ORTHOMCL7356	NP_057647.1_HUMAN
ORTHOMCL7357	NP_115551.2_HUMAN
ORTHOMCL7358	NP_001306067.1_HUMAN
ORTHOMCL7359	NP_001309139.1_HUMAN
ORTHOMCL7360	XP_016866859.1_HUMAN
ORTHOMCL7361	XP_011528441.1_HUMAN
ORTHOMCL7362	NP_001273540.1_HUMAN
ORTHOMCL7363	NP_065104.1_HUMAN
ORTHOMCL7364	NP_002185.1_HUMAN
ORTHOMCL7365	NP_001476.2_HUMAN
ORTHOMCL7366	NP_005622.1_HUMAN
ORTHOMCL7367	NP_001185748.1_HUMAN
ORTHOMCL7368	XP_016874444.1_HUMAN
ORTHOMCL7369	XP_011517524.1_HUMAN
ORTHOMCL7370	NP_001040.1_HUMAN
ORTHOMCL7371	NP_001019907.1_HUMAN
ORTHOMCL7372	NP_115827.1_HUMAN
ORTHOMCL7373	XP_016882814.1_HUMAN
ORTHOMCL7374	NP_061133.1_HUMAN
ORTHOMCL7375	NP_733779.1_HUMAN
ORTHOMCL7376	NP_003466.1_HUMAN
ORTHOMCL7377	NP_001264900.1_HUMAN
