ORTHOMCL1	ENSDARG00000034095_ZEBRA
ORTHOMCL11564	ENSDARG00000088486_ZEBRA
ORTHOMCL11565	ENSDARG00000088588_ZEBRA
ORTHOMCL11566	ENSDARG00000088655_ZEBRA
ORTHOMCL11567	ENSDARG00000088656_ZEBRA
ORTHOMCL11568	ENSDARG00000088663_ZEBRA
ORTHOMCL11569	ENSDARG00000088680_ZEBRA
ORTHOMCL11570	ENSDARG00000088703_ZEBRA
ORTHOMCL11571	ENSDARG00000088708_ZEBRA
ORTHOMCL11573	ENSDARG00000088736_ZEBRA
ORTHOMCL11575	ENSDARG00000088831_ZEBRA
ORTHOMCL11576	ENSDARG00000088881_ZEBRA
ORTHOMCL11579	ENSDARG00000089019_ZEBRA
ORTHOMCL11580	ENSDARG00000089071_ZEBRA
ORTHOMCL11581	ENSDARG00000089075_ZEBRA
ORTHOMCL11583	ENSDARG00000089217_ZEBRA
ORTHOMCL11584	ENSDARG00000089221_ZEBRA
ORTHOMCL11585	ENSDARG00000089232_ZEBRA
ORTHOMCL11586	ENSDARG00000089278_ZEBRA
ORTHOMCL11589	ENSDARG00000089345_ZEBRA
ORTHOMCL11590	ENSDARG00000089355_ZEBRA
ORTHOMCL11594	ENSDARG00000089432_ZEBRA
ORTHOMCL11597	ENSDARG00000089480_ZEBRA
ORTHOMCL11598	ENSDARG00000089489_ZEBRA
ORTHOMCL11600	ENSDARG00000089619_ZEBRA
ORTHOMCL11603	ENSDARG00000089698_ZEBRA
ORTHOMCL11604	ENSDARG00000089722_ZEBRA
ORTHOMCL11605	ENSDARG00000089781_ZEBRA
ORTHOMCL11606	ENSDARG00000089858_ZEBRA
ORTHOMCL11607	ENSDARG00000089862_ZEBRA
ORTHOMCL11608	ENSDARG00000089886_ZEBRA
ORTHOMCL11609	ENSDARG00000089892_ZEBRA
ORTHOMCL11616	ENSDARG00000090340_ZEBRA
ORTHOMCL11618	ENSDARG00000090415_ZEBRA
ORTHOMCL11620	ENSDARG00000090444_ZEBRA
ORTHOMCL11622	ENSDARG00000090468_ZEBRA
ORTHOMCL11625	ENSDARG00000090527_ZEBRA
ORTHOMCL11626	ENSDARG00000090571_ZEBRA
ORTHOMCL11627	ENSDARG00000090577_ZEBRA
ORTHOMCL11628	ENSDARG00000090579_ZEBRA
ORTHOMCL11630	ENSDARG00000090650_ZEBRA
ORTHOMCL11631	ENSDARG00000090721_ZEBRA
ORTHOMCL11632	ENSDARG00000090744_ZEBRA
ORTHOMCL11634	ENSDARG00000090844_ZEBRA
ORTHOMCL11635	ENSDARG00000090872_ZEBRA
ORTHOMCL11636	ENSDARG00000090910_ZEBRA
ORTHOMCL11639	ENSDARG00000090938_ZEBRA
ORTHOMCL11640	ENSDARG00000090986_ZEBRA
ORTHOMCL11641	ENSDARG00000091038_ZEBRA
ORTHOMCL11648	ENSDARG00000091366_ZEBRA
ORTHOMCL11649	ENSDARG00000091371_ZEBRA
ORTHOMCL11651	ENSDARG00000091387_ZEBRA
ORTHOMCL11655	ENSDARG00000091498_ZEBRA
ORTHOMCL11656	ENSDARG00000091602_ZEBRA
ORTHOMCL11657	ENSDARG00000091633_ZEBRA
ORTHOMCL11658	ENSDARG00000091691_ZEBRA
ORTHOMCL11659	ENSDARG00000091784_ZEBRA
ORTHOMCL11660	ENSDARG00000091792_ZEBRA
ORTHOMCL11661	ENSDARG00000091879_ZEBRA
ORTHOMCL11662	ENSDARG00000092039_ZEBRA
ORTHOMCL11663	ENSDARG00000092041_ZEBRA
ORTHOMCL11664	ENSDARG00000092137_ZEBRA
ORTHOMCL11666	ENSDARG00000092260_ZEBRA
ORTHOMCL11668	ENSDARG00000092421_ZEBRA
ORTHOMCL11671	ENSDARG00000092488_ZEBRA
ORTHOMCL11672	ENSDARG00000092489_ZEBRA
ORTHOMCL11673	ENSDARG00000092499_ZEBRA
ORTHOMCL11674	ENSDARG00000092572_ZEBRA
ORTHOMCL11675	ENSDARG00000092610_ZEBRA
ORTHOMCL11676	ENSDARG00000092651_ZEBRA
ORTHOMCL11682	ENSDARG00000092934_ZEBRA
ORTHOMCL11683	ENSDARG00000093015_ZEBRA
ORTHOMCL11684	ENSDARG00000093117_ZEBRA
ORTHOMCL11685	ENSDARG00000093188_ZEBRA
ORTHOMCL11686	ENSDARG00000093357_ZEBRA
ORTHOMCL11689	ENSDARG00000093563_ZEBRA
ORTHOMCL11690	ENSDARG00000093687_ZEBRA
ORTHOMCL11694	ENSDARG00000093818_ZEBRA
ORTHOMCL11695	ENSDARG00000093821_ZEBRA
ORTHOMCL11696	ENSDARG00000093901_ZEBRA
ORTHOMCL11698	ENSDARG00000094074_ZEBRA
ORTHOMCL11701	ENSDARG00000094668_ZEBRA
ORTHOMCL11702	ENSDARG00000094695_ZEBRA
ORTHOMCL11703	ENSDARG00000094708_ZEBRA
ORTHOMCL11705	ENSDARG00000094892_ZEBRA
ORTHOMCL11706	ENSDARG00000095049_ZEBRA
ORTHOMCL11707	ENSDARG00000095170_ZEBRA
ORTHOMCL11708	ENSDARG00000095268_ZEBRA
ORTHOMCL11709	ENSDARG00000095322_ZEBRA
ORTHOMCL11713	ENSDARG00000095543_ZEBRA
ORTHOMCL11715	ENSDARG00000095774_ZEBRA
ORTHOMCL11716	ENSDARG00000095821_ZEBRA
ORTHOMCL11717	ENSDARG00000096246_ZEBRA
ORTHOMCL11718	ENSDARG00000096306_ZEBRA
ORTHOMCL11720	ENSDARG00000096421_ZEBRA
ORTHOMCL11722	ENSDARG00000096428_ZEBRA
ORTHOMCL11723	ENSDARG00000096554_ZEBRA
ORTHOMCL11724	ENSDARG00000096602_ZEBRA
ORTHOMCL11725	ENSDARG00000096714_ZEBRA
ORTHOMCL11726	ENSDARG00000096738_ZEBRA
ORTHOMCL11727	ENSDARG00000096791_ZEBRA
ORTHOMCL11728	ENSDARG00000096945_ZEBRA
ORTHOMCL11729	ENSDARG00000096971_ZEBRA
ORTHOMCL11733	ENSDARG00000097284_ZEBRA
ORTHOMCL11735	ENSDARG00000097591_ZEBRA
ORTHOMCL11737	ENSDARG00000097790_ZEBRA
ORTHOMCL11931	ENSDARG00000088514_ZEBRA
ORTHOMCL11932	ENSDARG00000045955_ZEBRA
ORTHOMCL11935	ENSDARG00000062712_ZEBRA
ORTHOMCL11936	ENSDARG00000070668_ZEBRA
ORTHOMCL11937	ENSDARG00000086027_ZEBRA
ORTHOMCL11941	ENSDARG00000096255_ZEBRA
ORTHOMCL11942	ENSDARG00000040258_ZEBRA
ORTHOMCL11943	ENSDARG00000069425_ZEBRA
ORTHOMCL11946	ENSDARG00000097653_ZEBRA
ORTHOMCL11949	ENSDARG00000090396_ZEBRA
ORTHOMCL11951	ENSDARG00000000423_ZEBRA
ORTHOMCL11952	ENSDARG00000001463_ZEBRA
ORTHOMCL11953	ENSDARG00000001656_ZEBRA
ORTHOMCL11954	ENSDARG00000001915_ZEBRA
ORTHOMCL11957	ENSDARG00000002510_ZEBRA
ORTHOMCL11959	ENSDARG00000002826_ZEBRA
ORTHOMCL11960	ENSDARG00000002988_ZEBRA
ORTHOMCL11961	ENSDARG00000002994_ZEBRA
ORTHOMCL11962	ENSDARG00000003091_ZEBRA
ORTHOMCL11963	ENSDARG00000003109_ZEBRA
ORTHOMCL11964	ENSDARG00000003146_ZEBRA
ORTHOMCL11966	ENSDARG00000003175_ZEBRA
ORTHOMCL11968	ENSDARG00000003257_ZEBRA
ORTHOMCL11970	ENSDARG00000003701_ZEBRA
ORTHOMCL11971	ENSDARG00000003705_ZEBRA
ORTHOMCL11972	ENSDARG00000003757_ZEBRA
ORTHOMCL11973	ENSDARG00000003808_ZEBRA
ORTHOMCL11974	ENSDARG00000003820_ZEBRA
ORTHOMCL11976	ENSDARG00000003970_ZEBRA
ORTHOMCL11977	ENSDARG00000004015_ZEBRA
ORTHOMCL11979	ENSDARG00000004082_ZEBRA
ORTHOMCL11980	ENSDARG00000004169_ZEBRA
ORTHOMCL11984	ENSDARG00000004473_ZEBRA
ORTHOMCL11986	ENSDARG00000004771_ZEBRA
ORTHOMCL11987	ENSDARG00000004840_ZEBRA
ORTHOMCL11989	ENSDARG00000004954_ZEBRA
ORTHOMCL11990	ENSDARG00000005015_ZEBRA
ORTHOMCL11992	ENSDARG00000005382_ZEBRA
ORTHOMCL11994	ENSDARG00000005510_ZEBRA
ORTHOMCL11995	ENSDARG00000005560_ZEBRA
ORTHOMCL11998	ENSDARG00000005716_ZEBRA
ORTHOMCL12000	ENSDARG00000005841_ZEBRA
ORTHOMCL12001	ENSDARG00000005924_ZEBRA
ORTHOMCL12002	ENSDARG00000006003_ZEBRA
ORTHOMCL12004	ENSDARG00000006447_ZEBRA
ORTHOMCL12005	ENSDARG00000006497_ZEBRA
ORTHOMCL12006	ENSDARG00000006598_ZEBRA
ORTHOMCL12007	ENSDARG00000006878_ZEBRA
ORTHOMCL12008	ENSDARG00000006982_ZEBRA
ORTHOMCL12011	ENSDARG00000007329_ZEBRA
ORTHOMCL12012	ENSDARG00000007387_ZEBRA
ORTHOMCL12013	ENSDARG00000007396_ZEBRA
ORTHOMCL12015	ENSDARG00000007576_ZEBRA
ORTHOMCL12016	ENSDARG00000007671_ZEBRA
ORTHOMCL12017	ENSDARG00000007693_ZEBRA
ORTHOMCL12018	ENSDARG00000007818_ZEBRA
ORTHOMCL12019	ENSDARG00000007941_ZEBRA
ORTHOMCL12020	ENSDARG00000007960_ZEBRA
ORTHOMCL12023	ENSDARG00000008035_ZEBRA
ORTHOMCL12024	ENSDARG00000008109_ZEBRA
ORTHOMCL12027	ENSDARG00000008772_ZEBRA
ORTHOMCL12028	ENSDARG00000008829_ZEBRA
ORTHOMCL12029	ENSDARG00000008866_ZEBRA
ORTHOMCL12032	ENSDARG00000009121_ZEBRA
ORTHOMCL12033	ENSDARG00000009267_ZEBRA
ORTHOMCL12034	ENSDARG00000009387_ZEBRA
ORTHOMCL12035	ENSDARG00000009470_ZEBRA
ORTHOMCL12040	ENSDARG00000010279_ZEBRA
ORTHOMCL12041	ENSDARG00000010332_ZEBRA
ORTHOMCL12042	ENSDARG00000010565_ZEBRA
ORTHOMCL12043	ENSDARG00000010658_ZEBRA
ORTHOMCL12044	ENSDARG00000010662_ZEBRA
ORTHOMCL12046	ENSDARG00000010789_ZEBRA
ORTHOMCL12050	ENSDARG00000011239_ZEBRA
ORTHOMCL12053	ENSDARG00000011273_ZEBRA
ORTHOMCL12054	ENSDARG00000011376_ZEBRA
ORTHOMCL12060	ENSDARG00000012044_ZEBRA
ORTHOMCL12061	ENSDARG00000012184_ZEBRA
ORTHOMCL12062	ENSDARG00000012281_ZEBRA
ORTHOMCL12063	ENSDARG00000012325_ZEBRA
ORTHOMCL12064	ENSDARG00000012330_ZEBRA
ORTHOMCL12066	ENSDARG00000012390_ZEBRA
ORTHOMCL12067	ENSDARG00000012496_ZEBRA
ORTHOMCL12069	ENSDARG00000012609_ZEBRA
ORTHOMCL12071	ENSDARG00000012718_ZEBRA
ORTHOMCL12072	ENSDARG00000012723_ZEBRA
ORTHOMCL12073	ENSDARG00000012764_ZEBRA
ORTHOMCL12074	ENSDARG00000012788_ZEBRA
ORTHOMCL12075	ENSDARG00000012860_ZEBRA
ORTHOMCL12077	ENSDARG00000013076_ZEBRA
ORTHOMCL12078	ENSDARG00000013161_ZEBRA
ORTHOMCL12079	ENSDARG00000013340_ZEBRA
ORTHOMCL12084	ENSDARG00000013813_ZEBRA
ORTHOMCL12085	ENSDARG00000013853_ZEBRA
ORTHOMCL12088	ENSDARG00000014095_ZEBRA
ORTHOMCL12089	ENSDARG00000014103_ZEBRA
ORTHOMCL12090	ENSDARG00000014358_ZEBRA
ORTHOMCL12091	ENSDARG00000014462_ZEBRA
ORTHOMCL12095	ENSDARG00000014722_ZEBRA
ORTHOMCL12098	ENSDARG00000014866_ZEBRA
ORTHOMCL12099	ENSDARG00000014915_ZEBRA
ORTHOMCL12102	ENSDARG00000015064_ZEBRA
ORTHOMCL12103	ENSDARG00000015123_ZEBRA
ORTHOMCL12104	ENSDARG00000015149_ZEBRA
ORTHOMCL12105	ENSDARG00000015312_ZEBRA
ORTHOMCL12108	ENSDARG00000015495_ZEBRA
ORTHOMCL12111	ENSDARG00000015572_ZEBRA
ORTHOMCL12112	ENSDARG00000015674_ZEBRA
ORTHOMCL12114	ENSDARG00000015759_ZEBRA
ORTHOMCL12115	ENSDARG00000015803_ZEBRA
ORTHOMCL12116	ENSDARG00000015831_ZEBRA
ORTHOMCL12117	ENSDARG00000015866_ZEBRA
ORTHOMCL12118	ENSDARG00000016200_ZEBRA
ORTHOMCL12120	ENSDARG00000016457_ZEBRA
ORTHOMCL12121	ENSDARG00000016793_ZEBRA
ORTHOMCL12122	ENSDARG00000017174_ZEBRA
ORTHOMCL12123	ENSDARG00000017340_ZEBRA
ORTHOMCL12125	ENSDARG00000017504_ZEBRA
ORTHOMCL12127	ENSDARG00000017569_ZEBRA
ORTHOMCL12128	ENSDARG00000017634_ZEBRA
ORTHOMCL12130	ENSDARG00000017687_ZEBRA
ORTHOMCL12131	ENSDARG00000017739_ZEBRA
ORTHOMCL12135	ENSDARG00000018569_ZEBRA
ORTHOMCL12137	ENSDARG00000018854_ZEBRA
ORTHOMCL12138	ENSDARG00000018881_ZEBRA
ORTHOMCL12139	ENSDARG00000018898_ZEBRA
ORTHOMCL12142	ENSDARG00000019417_ZEBRA
ORTHOMCL12144	ENSDARG00000019646_ZEBRA
ORTHOMCL12146	ENSDARG00000019765_ZEBRA
ORTHOMCL12147	ENSDARG00000019772_ZEBRA
ORTHOMCL12148	ENSDARG00000020133_ZEBRA
ORTHOMCL12149	ENSDARG00000020284_ZEBRA
ORTHOMCL12150	ENSDARG00000020354_ZEBRA
ORTHOMCL12151	ENSDARG00000020417_ZEBRA
ORTHOMCL12152	ENSDARG00000020594_ZEBRA
ORTHOMCL12153	ENSDARG00000020606_ZEBRA
ORTHOMCL12156	ENSDARG00000020834_ZEBRA
ORTHOMCL12157	ENSDARG00000020863_ZEBRA
ORTHOMCL12158	ENSDARG00000020887_ZEBRA
ORTHOMCL12160	ENSDARG00000021124_ZEBRA
ORTHOMCL12161	ENSDARG00000021200_ZEBRA
ORTHOMCL12163	ENSDARG00000021404_ZEBRA
ORTHOMCL12164	ENSDARG00000021564_ZEBRA
ORTHOMCL12165	ENSDARG00000021678_ZEBRA
ORTHOMCL12167	ENSDARG00000021959_ZEBRA
ORTHOMCL12168	ENSDARG00000022129_ZEBRA
ORTHOMCL12169	ENSDARG00000022213_ZEBRA
ORTHOMCL12170	ENSDARG00000022454_ZEBRA
ORTHOMCL12171	ENSDARG00000022493_ZEBRA
ORTHOMCL12172	ENSDARG00000022509_ZEBRA
ORTHOMCL12173	ENSDARG00000022512_ZEBRA
ORTHOMCL12175	ENSDARG00000022763_ZEBRA
ORTHOMCL12176	ENSDARG00000022817_ZEBRA
ORTHOMCL12180	ENSDARG00000022978_ZEBRA
ORTHOMCL12181	ENSDARG00000022987_ZEBRA
ORTHOMCL12186	ENSDARG00000024598_ZEBRA
ORTHOMCL12187	ENSDARG00000024602_ZEBRA
ORTHOMCL12189	ENSDARG00000025017_ZEBRA
ORTHOMCL12190	ENSDARG00000025034_ZEBRA
ORTHOMCL12191	ENSDARG00000025237_ZEBRA
ORTHOMCL12192	ENSDARG00000025325_ZEBRA
ORTHOMCL12193	ENSDARG00000025577_ZEBRA
ORTHOMCL12194	ENSDARG00000025607_ZEBRA
ORTHOMCL12196	ENSDARG00000025784_ZEBRA
ORTHOMCL12197	ENSDARG00000025871_ZEBRA
ORTHOMCL12198	ENSDARG00000025899_ZEBRA
ORTHOMCL12199	ENSDARG00000025914_ZEBRA
ORTHOMCL12200	ENSDARG00000026011_ZEBRA
ORTHOMCL12202	ENSDARG00000026453_ZEBRA
ORTHOMCL12203	ENSDARG00000026651_ZEBRA
ORTHOMCL12204	ENSDARG00000026751_ZEBRA
ORTHOMCL12205	ENSDARG00000027345_ZEBRA
ORTHOMCL12208	ENSDARG00000027587_ZEBRA
ORTHOMCL12210	ENSDARG00000027638_ZEBRA
ORTHOMCL12211	ENSDARG00000027639_ZEBRA
ORTHOMCL12212	ENSDARG00000027852_ZEBRA
ORTHOMCL12213	ENSDARG00000028067_ZEBRA
ORTHOMCL12214	ENSDARG00000028131_ZEBRA
ORTHOMCL12217	ENSDARG00000028346_ZEBRA
ORTHOMCL12218	ENSDARG00000028521_ZEBRA
ORTHOMCL12219	ENSDARG00000028542_ZEBRA
ORTHOMCL12221	ENSDARG00000029018_ZEBRA
ORTHOMCL12222	ENSDARG00000029019_ZEBRA
ORTHOMCL12225	ENSDARG00000029117_ZEBRA
ORTHOMCL12226	ENSDARG00000029230_ZEBRA
ORTHOMCL12228	ENSDARG00000029443_ZEBRA
ORTHOMCL12229	ENSDARG00000029544_ZEBRA
ORTHOMCL12230	ENSDARG00000029569_ZEBRA
ORTHOMCL12232	ENSDARG00000029885_ZEBRA
ORTHOMCL12233	ENSDARG00000030012_ZEBRA
ORTHOMCL12235	ENSDARG00000030163_ZEBRA
ORTHOMCL12236	ENSDARG00000030176_ZEBRA
ORTHOMCL12237	ENSDARG00000030326_ZEBRA
ORTHOMCL12239	ENSDARG00000030547_ZEBRA
ORTHOMCL12240	ENSDARG00000030608_ZEBRA
ORTHOMCL12241	ENSDARG00000030616_ZEBRA
ORTHOMCL12243	ENSDARG00000030650_ZEBRA
ORTHOMCL12245	ENSDARG00000031014_ZEBRA
ORTHOMCL12247	ENSDARG00000031243_ZEBRA
ORTHOMCL12248	ENSDARG00000031283_ZEBRA
ORTHOMCL12250	ENSDARG00000031483_ZEBRA
ORTHOMCL12252	ENSDARG00000031757_ZEBRA
ORTHOMCL12254	ENSDARG00000031920_ZEBRA
ORTHOMCL12255	ENSDARG00000031929_ZEBRA
ORTHOMCL12258	ENSDARG00000032482_ZEBRA
ORTHOMCL12259	ENSDARG00000032746_ZEBRA
ORTHOMCL12261	ENSDARG00000033161_ZEBRA
ORTHOMCL12263	ENSDARG00000033234_ZEBRA
ORTHOMCL12267	ENSDARG00000034013_ZEBRA
ORTHOMCL12269	ENSDARG00000034105_ZEBRA
ORTHOMCL12270	ENSDARG00000034138_ZEBRA
ORTHOMCL12272	ENSDARG00000034273_ZEBRA
ORTHOMCL12273	ENSDARG00000034424_ZEBRA
ORTHOMCL12275	ENSDARG00000034685_ZEBRA
ORTHOMCL12276	ENSDARG00000034836_ZEBRA
ORTHOMCL12277	ENSDARG00000035129_ZEBRA
ORTHOMCL12278	ENSDARG00000035131_ZEBRA
ORTHOMCL12279	ENSDARG00000035338_ZEBRA
ORTHOMCL12280	ENSDARG00000035367_ZEBRA
ORTHOMCL12285	ENSDARG00000035680_ZEBRA
ORTHOMCL12287	ENSDARG00000035719_ZEBRA
ORTHOMCL12289	ENSDARG00000035852_ZEBRA
ORTHOMCL12290	ENSDARG00000035872_ZEBRA
ORTHOMCL12291	ENSDARG00000036105_ZEBRA
ORTHOMCL12293	ENSDARG00000036305_ZEBRA
ORTHOMCL12296	ENSDARG00000036428_ZEBRA
ORTHOMCL12297	ENSDARG00000036479_ZEBRA
ORTHOMCL12299	ENSDARG00000036489_ZEBRA
ORTHOMCL12300	ENSDARG00000036496_ZEBRA
ORTHOMCL12301	ENSDARG00000036628_ZEBRA
ORTHOMCL12304	ENSDARG00000036772_ZEBRA
ORTHOMCL12305	ENSDARG00000036855_ZEBRA
ORTHOMCL12307	ENSDARG00000037002_ZEBRA
ORTHOMCL12308	ENSDARG00000037056_ZEBRA
ORTHOMCL12309	ENSDARG00000037174_ZEBRA
ORTHOMCL12316	ENSDARG00000037392_ZEBRA
ORTHOMCL12317	ENSDARG00000037398_ZEBRA
ORTHOMCL12318	ENSDARG00000037402_ZEBRA
ORTHOMCL12319	ENSDARG00000037408_ZEBRA
ORTHOMCL12321	ENSDARG00000037526_ZEBRA
ORTHOMCL12322	ENSDARG00000037554_ZEBRA
ORTHOMCL12323	ENSDARG00000037603_ZEBRA
ORTHOMCL12325	ENSDARG00000037773_ZEBRA
ORTHOMCL12327	ENSDARG00000037941_ZEBRA
ORTHOMCL12329	ENSDARG00000038123_ZEBRA
ORTHOMCL12330	ENSDARG00000038235_ZEBRA
ORTHOMCL12331	ENSDARG00000038283_ZEBRA
ORTHOMCL12332	ENSDARG00000038296_ZEBRA
ORTHOMCL12333	ENSDARG00000038382_ZEBRA
ORTHOMCL12334	ENSDARG00000038439_ZEBRA
ORTHOMCL12335	ENSDARG00000038587_ZEBRA
ORTHOMCL12336	ENSDARG00000038639_ZEBRA
ORTHOMCL12337	ENSDARG00000038666_ZEBRA
ORTHOMCL12340	ENSDARG00000038709_ZEBRA
ORTHOMCL12341	ENSDARG00000038792_ZEBRA
ORTHOMCL12342	ENSDARG00000038794_ZEBRA
ORTHOMCL12343	ENSDARG00000038878_ZEBRA
ORTHOMCL12345	ENSDARG00000039064_ZEBRA
ORTHOMCL12346	ENSDARG00000039070_ZEBRA
ORTHOMCL12347	ENSDARG00000039082_ZEBRA
ORTHOMCL12349	ENSDARG00000039203_ZEBRA
ORTHOMCL12350	ENSDARG00000039211_ZEBRA
ORTHOMCL12351	ENSDARG00000039393_ZEBRA
ORTHOMCL12352	ENSDARG00000039499_ZEBRA
ORTHOMCL12357	ENSDARG00000039828_ZEBRA
ORTHOMCL12360	ENSDARG00000039997_ZEBRA
ORTHOMCL12361	ENSDARG00000040080_ZEBRA
ORTHOMCL12362	ENSDARG00000040081_ZEBRA
ORTHOMCL12364	ENSDARG00000040186_ZEBRA
ORTHOMCL12365	ENSDARG00000040253_ZEBRA
ORTHOMCL12366	ENSDARG00000040287_ZEBRA
ORTHOMCL12370	ENSDARG00000040538_ZEBRA
ORTHOMCL12372	ENSDARG00000040574_ZEBRA
ORTHOMCL12374	ENSDARG00000040725_ZEBRA
ORTHOMCL12375	ENSDARG00000040780_ZEBRA
ORTHOMCL12376	ENSDARG00000040942_ZEBRA
ORTHOMCL12378	ENSDARG00000040966_ZEBRA
ORTHOMCL12380	ENSDARG00000041072_ZEBRA
ORTHOMCL12382	ENSDARG00000041169_ZEBRA
ORTHOMCL12384	ENSDARG00000041339_ZEBRA
ORTHOMCL12386	ENSDARG00000041417_ZEBRA
ORTHOMCL12390	ENSDARG00000041787_ZEBRA
ORTHOMCL12391	ENSDARG00000041797_ZEBRA
ORTHOMCL12394	ENSDARG00000041952_ZEBRA
ORTHOMCL12395	ENSDARG00000042003_ZEBRA
ORTHOMCL12396	ENSDARG00000042014_ZEBRA
ORTHOMCL12397	ENSDARG00000042029_ZEBRA
ORTHOMCL12398	ENSDARG00000042049_ZEBRA
ORTHOMCL12399	ENSDARG00000042054_ZEBRA
ORTHOMCL12400	ENSDARG00000042124_ZEBRA
ORTHOMCL12403	ENSDARG00000042189_ZEBRA
ORTHOMCL12404	ENSDARG00000042245_ZEBRA
ORTHOMCL12406	ENSDARG00000042345_ZEBRA
ORTHOMCL12408	ENSDARG00000042620_ZEBRA
ORTHOMCL12409	ENSDARG00000042667_ZEBRA
ORTHOMCL12410	ENSDARG00000042784_ZEBRA
ORTHOMCL12412	ENSDARG00000042815_ZEBRA
ORTHOMCL12413	ENSDARG00000042848_ZEBRA
ORTHOMCL12414	ENSDARG00000042857_ZEBRA
ORTHOMCL12415	ENSDARG00000042925_ZEBRA
ORTHOMCL12416	ENSDARG00000042927_ZEBRA
ORTHOMCL12417	ENSDARG00000043004_ZEBRA
ORTHOMCL12418	ENSDARG00000043328_ZEBRA
ORTHOMCL12420	ENSDARG00000043436_ZEBRA
ORTHOMCL12421	ENSDARG00000043442_ZEBRA
ORTHOMCL12422	ENSDARG00000043460_ZEBRA
ORTHOMCL12424	ENSDARG00000043475_ZEBRA
ORTHOMCL12425	ENSDARG00000043483_ZEBRA
ORTHOMCL12426	ENSDARG00000043536_ZEBRA
ORTHOMCL12428	ENSDARG00000043648_ZEBRA
ORTHOMCL12432	ENSDARG00000043897_ZEBRA
ORTHOMCL12433	ENSDARG00000043934_ZEBRA
ORTHOMCL12435	ENSDARG00000043962_ZEBRA
ORTHOMCL12437	ENSDARG00000044023_ZEBRA
ORTHOMCL12438	ENSDARG00000044098_ZEBRA
ORTHOMCL12439	ENSDARG00000044169_ZEBRA
ORTHOMCL12440	ENSDARG00000044328_ZEBRA
ORTHOMCL12441	ENSDARG00000044437_ZEBRA
ORTHOMCL12442	ENSDARG00000044445_ZEBRA
ORTHOMCL12443	ENSDARG00000044456_ZEBRA
ORTHOMCL12445	ENSDARG00000044544_ZEBRA
ORTHOMCL12446	ENSDARG00000044550_ZEBRA
ORTHOMCL12448	ENSDARG00000044695_ZEBRA
ORTHOMCL12450	ENSDARG00000044842_ZEBRA
ORTHOMCL12451	ENSDARG00000045137_ZEBRA
ORTHOMCL12455	ENSDARG00000045277_ZEBRA
ORTHOMCL12456	ENSDARG00000045289_ZEBRA
ORTHOMCL12457	ENSDARG00000045342_ZEBRA
ORTHOMCL12459	ENSDARG00000045530_ZEBRA
ORTHOMCL12460	ENSDARG00000045586_ZEBRA
ORTHOMCL12461	ENSDARG00000045669_ZEBRA
ORTHOMCL12463	ENSDARG00000045706_ZEBRA
ORTHOMCL12465	ENSDARG00000045847_ZEBRA
ORTHOMCL12466	ENSDARG00000045858_ZEBRA
ORTHOMCL12467	ENSDARG00000045878_ZEBRA
ORTHOMCL12471	ENSDARG00000051827_ZEBRA
ORTHOMCL12472	ENSDARG00000051890_ZEBRA
ORTHOMCL12473	ENSDARG00000051899_ZEBRA
ORTHOMCL12474	ENSDARG00000051926_ZEBRA
ORTHOMCL12475	ENSDARG00000051959_ZEBRA
ORTHOMCL12476	ENSDARG00000052056_ZEBRA
ORTHOMCL12477	ENSDARG00000052350_ZEBRA
ORTHOMCL12478	ENSDARG00000052361_ZEBRA
ORTHOMCL12479	ENSDARG00000052375_ZEBRA
ORTHOMCL12480	ENSDARG00000052386_ZEBRA
ORTHOMCL12485	ENSDARG00000052610_ZEBRA
ORTHOMCL12486	ENSDARG00000052657_ZEBRA
ORTHOMCL12489	ENSDARG00000052668_ZEBRA
ORTHOMCL12490	ENSDARG00000052746_ZEBRA
ORTHOMCL12491	ENSDARG00000052856_ZEBRA
ORTHOMCL12492	ENSDARG00000052893_ZEBRA
ORTHOMCL12495	ENSDARG00000052948_ZEBRA
ORTHOMCL12496	ENSDARG00000053027_ZEBRA
ORTHOMCL12497	ENSDARG00000053124_ZEBRA
ORTHOMCL12498	ENSDARG00000053133_ZEBRA
ORTHOMCL12499	ENSDARG00000053179_ZEBRA
ORTHOMCL12500	ENSDARG00000053246_ZEBRA
ORTHOMCL12502	ENSDARG00000053323_ZEBRA
ORTHOMCL12503	ENSDARG00000053364_ZEBRA
ORTHOMCL12504	ENSDARG00000053375_ZEBRA
ORTHOMCL12507	ENSDARG00000053460_ZEBRA
ORTHOMCL12508	ENSDARG00000053488_ZEBRA
ORTHOMCL12511	ENSDARG00000053580_ZEBRA
ORTHOMCL12512	ENSDARG00000053592_ZEBRA
ORTHOMCL12513	ENSDARG00000053593_ZEBRA
ORTHOMCL12514	ENSDARG00000053644_ZEBRA
ORTHOMCL12515	ENSDARG00000053666_ZEBRA
ORTHOMCL12516	ENSDARG00000053773_ZEBRA
ORTHOMCL12517	ENSDARG00000053831_ZEBRA
ORTHOMCL12519	ENSDARG00000053868_ZEBRA
ORTHOMCL12520	ENSDARG00000053875_ZEBRA
ORTHOMCL12521	ENSDARG00000053954_ZEBRA
ORTHOMCL12523	ENSDARG00000054002_ZEBRA
ORTHOMCL12524	ENSDARG00000054030_ZEBRA
ORTHOMCL12527	ENSDARG00000054313_ZEBRA
ORTHOMCL12528	ENSDARG00000054528_ZEBRA
